2021-07-08 16:24:56.417817,gui,cluttered
2021-07-08 16:24:56.417899,True
2021-07-08 16:24:56.417917,True
2021-07-08 16:24:56.417929,True
2021-07-08 16:24:56.417940,True
2021-07-08 16:24:56.417950,True
2021-07-08 16:24:56.417961,True
2021-07-08 16:24:56.417971,True
2021-07-08 16:24:56.417981,True
2021-07-08 16:24:56.417992,True
2021-07-08 16:24:56.418002,True
2021-07-08 16:24:56.418013,True
2021-07-08 16:24:56.418023,True
2021-07-08 16:24:56.418033,True
2021-07-08 16:24:56.418044,True
2021-07-08 16:24:56.418054,True
2021-07-08 16:24:56.418064,True
2021-07-08 16:24:56.418075,True
2021-07-08 16:24:56.418085,True
2021-07-08 16:24:56.418095,True
2021-07-08 16:24:56.418105,True
2021-07-08 16:24:56.418115,True
2021-07-08 16:24:56.418126,False
2021-07-08 16:24:56.418137,False
2021-07-08 16:24:56.418148,False
2021-07-08 16:25:27.978773,tui,uncluttered
2021-07-08 16:25:27.978827,False
2021-07-08 16:25:27.978842,False
2021-07-08 16:25:27.978854,False
2021-07-08 16:25:27.978865,False
2021-07-08 16:25:27.978876,False
2021-07-08 16:25:27.978886,False
2021-07-08 16:25:27.978897,False
2021-07-08 16:25:27.978907,False
2021-07-08 16:25:27.978917,False
2021-07-08 16:25:27.978928,False
2021-07-08 16:25:27.978938,False
2021-07-08 16:25:27.978948,False
2021-07-08 16:25:27.978959,False
2021-07-08 16:25:27.978969,True
2021-07-08 16:25:27.978980,True
2021-07-08 16:25:27.978990,True
2021-07-08 16:25:27.979000,True
2021-07-08 16:25:27.979011,True
2021-07-08 16:25:27.979021,False
2021-07-08 16:25:27.979031,False
2021-07-08 16:25:27.979042,False
2021-07-08 16:25:27.979052,False
2021-07-08 16:25:27.979062,True
2021-07-08 16:25:27.979073,True
